Resumen de canciones
==================================================================================================================================
Tema                                    Autor                         Duracion            Danceability        Generos             
DJ_Got_Us_Fallin'_In_Love               Usher                         3.68                66.30               hiphop-pop-R&B      
Replay                                  Iyaz                          3.04                70.60               hiphop-pop          
Club_Can't_Handle_Me                    Flo_Rida                      3.91                61.60               hiphop-pop          
Eenie_Meenie                            Sean_Kingston                 3.37                72.00               hiphop-pop-R&B      
No_Hands                                Waka_Flocka_Flame             4.40                76.00               hiphop-pop          
Written_in_the_Stars                    Tinie_Tempah                  3.46                65.60               hiphop-pop-Dance/Electronic
Talking_to_the_Moon                     Bruno_Mars                    3.63                49.80               pop                 
Can't_Be_Tamed                          Miley_Cyrus                   2.80                63.00               pop                 
Cooler_Than_Me                          Mike_Posner                   3.55                76.80               hiphop-pop-Dance/Electronic
Telephone                               Lady_Gaga                     3.68                82.40               pop                 
We_No_Speak_Americano                   Yolanda_Be_Cool               2.62                90.10               Dance/Electronic    
Hard                                    Rihanna                       4.18                31.00               hiphop-pop-R&B      
Pass_Out                                Tinie_Tempah                  4.47                69.30               hiphop-pop-Dance/Electronic
Whataya_Want_from_Me                    Adam_Lambert                  3.79                43.80               pop                 
Bottoms_Up                              Trey_Songz                    4.03                84.50               hiphop-pop-R&B      
If_We_Ever_Meet_Again                   Timbaland                     4.88                65.20               hiphop-pop-R&B      
I_Like_It                               Enrique_Iglesias              3.86                64.80               pop-latin           
Seek_Bromance                           Tim_Berg                      3.40                51.50               pop-Dance/Electronic
OMG                                     Usher                         4.49                78.10               hiphop-pop-R&B      
Misery                                  Maroon_5                      3.60                70.30               pop                 
Down                                    Jay_Sean                      3.54                65.70               hiphop-pop-R&B      
Man_Down                                Rihanna                       4.45                47.00               hiphop-pop-R&B      
My_First_Kiss                           3OH!3                         3.21                68.20               hiphop-pop-rock     
Baby                                    Justin_Bieber                 3.57                72.80               pop                 
Teach_Me_How_to_Dougie                  Cali_Swag_District            3.96                84.60               hiphop-pop          
Miami_2_Ibiza                           Swedish_House_Mafia           3.44                73.60               pop-Dance/Electronic
Wavin'_Flag                             K'NAAN                        3.68                62.50               pop                 
How_Low                                 Ludacris                      3.36                78.50               hiphop-pop          
Blah_Blah_Blah                          Kesha                         2.87                75.20               pop-Dance/Electronic
All_I_Do_Is_Win                         DJ_Khaled                     3.88                54.40               hiphop-pop          
In_My_Head                              Jason_Derulo                  3.32                76.20               hiphop-pop          
I_Need_A_Dollar                         Aloe_Blacc                    4.05                84.00               R&B                 
Airplanes                               B.o.B                         3.01                66.00               hiphop-pop          
My_Chick_Bad                            Ludacris                      3.62                62.40               hiphop-pop          
Just_A_Dream                            Nelly                         3.96                53.10               hiphop-pop-R&B      
What's_My_Name?                         Rihanna                       4.39                69.20               hiphop-pop-R&B      
Impossible                              Shontelle                     3.78                59.90               pop-R&B             
The_Flood                               Take_That                     4.82                51.40               pop                 
Say_Aah                                 Trey_Songz                    3.46                72.40               hiphop-pop-R&B      
Whatcha_Say                             Jason_Derulo                  3.69                61.50               hiphop-pop          
Over                                    Drake                         3.89                32.50               hiphop-pop-R&B      
Kickstarts                              Example                       3.03                61.00               pop-Dance/Electronic
She_Said                                Plan_B                        3.48                72.00               Dance/Electronic    
Higher                                  The_Saturdays                 3.46                63.90               pop-Dance/Electronic
Do_You_Remember                         Jay_Sean                      3.51                85.50               hiphop-pop-R&B      
Hey_Daddy                               Usher                         3.73                59.00               hiphop-pop-R&B      
Right_Above_It                          Lil_Wayne                     4.53                37.60               hiphop-pop          
All_Time_Low                            The_Wanted                    3.42                68.90               pop-Dance/Electronic
Your_Love_Is_My_Drug                    Kesha                         3.12                82.60               pop-Dance/Electronic
Starry_Eyed                             Ellie_Goulding                2.94                50.40               pop-rock-Dance/Electronic
Find_Your_Love                          Drake                         3.48                62.50               hiphop-pop-R&B      
Ridin'_Solo                             Jason_Derulo                  3.60                44.20               hiphop-pop          
What_You_Know                           Two_Door_Cinema_Club          3.16                55.00               World/Traditional-rock-pop
Young_Forever                           JAY                           4.23                63.70               hiphop              
BedRock                                 Young_Money                   4.80                73.30               hiphop-pop          
Nothin'_on_You                          B.o.B                         4.47                68.80               hiphop-pop          
Teenage_Dream                           Katy_Perry                    3.80                71.90               pop                 
This_Ain't_a_Love_Song                  Scouting_For_Girls            3.51                45.80               pop-rock            
Billionaire                             Travie_McCoy                  3.52                63.30               hiphop-pop          
Fireflies                               Owl_City                      3.81                51.20               rock-pop            
Empire_State_of_MindBroken_Down         Alicia_Keys                   3.61                48.40               pop-R&B             
Need_You_Now                            Lady_A                        3.94                58.10               pop-country         
Back_To_December                        Taylor_Swift                  4.88                52.90               pop                 
Animal                                  Neon_Trees                    3.54                48.20               rock-pop            
Live_Like_We're_Dying                   Kris_Allen                    3.54                58.90               pop                 
When_We_Collide                         Matt_Cardle                   3.77                44.30               pop                 
Dancing_On_My_Own                       Robyn                         4.81                68.70               pop-Dance/Electronic
If_I_Die_Young                          The_Band_Perry                3.71                60.60               country             
Magic                                   B.o.B                         3.27                54.90               hiphop-pop          
Rolling_in_the_Deep                     Adele                         3.80                73.00               pop-R&B             
Moves_Like_Jagger                       Maroon_5                      3.36                72.20               pop                 
Party_Rock_Anthem                       LMFAO                         4.37                75.10               hiphop-pop-Dance/Electronic
Firework                                Katy_Perry                    3.80                63.80               pop                 
Grenade                                 Bruno_Mars                    3.70                70.40               pop                 
Hey_Baby                                Pitbull                       3.91                59.50               hiphop-pop-latin    
Mr._Saxobeat                            Alexandra_Stan                3.25                72.60               pop-Dance/Electronic
Who's_That_Chick?                       David_Guetta                  3.35                67.50               hiphop-pop-Dance/Electronic
On_The_Floor                            Jennifer_Lopez                4.75                73.00               hiphop-pop-R&B      
S&M                                     Rihanna                       4.06                76.70               hiphop-pop-R&B      
Blow                                    Kesha                         3.67                75.30               pop-Dance/Electronic
Sweat                                   Snoop_Dogg                    3.27                81.30               hiphop-pop          
Higher                                  Taio_Cruz                     3.13                67.20               hiphop-pop          
More                                    Usher                         3.67                55.10               hiphop-pop-R&B      
Changed_the_Way_You_Kiss_Me             Example                       3.26                57.80               pop-Dance/Electronic
Just_Cant_Get_Enough                    Black_Eyed_Peas               3.66                65.90               hiphop-pop          
Where_Them_Girls_At                     David_Guetta                  3.25                66.60               hiphop-pop-Dance/Electronic
I_Follow_Rivers                         Lykke_Li                      4.69                78.60               pop-Dance/Electronic
Give_Me_Everything                      Pitbull                       4.21                67.10               hiphop-pop-latin    
Love_You_Like_A_Love_Song               Selena_Gomez_&_The_Scene      3.14                85.80               pop-Dance/Electronic
Black_and_Yellow                        Wiz_Khalifa                   3.63                68.40               hiphop-pop          
E.T.                                    Katy_Perry                    3.83                62.00               pop                 
I_Wanna_Go                              Britney_Spears                3.50                69.60               pop                 
Stereo_Hearts                           Gym_Class_Heroes              3.52                64.60               hiphop-pop          
Stereo_Love                             Edward_Maya                   3.08                79.90               pop                 
Tonight                                 Enrique_Iglesias              3.87                64.80               pop-latin           
Down_On_Me                              Jeremih                       3.81                70.00               hiphop-pop-R&B      
Loca_People                             Sak_Noel                      3.59                92.60               Dance/Electronic    
Heart_Skips_a_Beat                      Olly_Murs                     3.37                84.30               pop-Dance/Electronic
Sexy_And_I_Know_It                      LMFAO                         3.32                70.70               hiphop-pop-Dance/Electronic
You_Make_Me_Feel...                     Cobra_Starship                3.59                66.80               pop-Dance/Electronic
Do_It_Like_A_Dude                       Jessie_J                      3.25                66.30               hiphop-pop          
Louder                                  DJ_Fresh                      3.45                31.00               pop-Dance/Electronic
No_Hands                                Waka_Flocka_Flame             4.40                76.00               hiphop-pop          
When_We_Stand_Together                  Nickelback                    3.18                44.60               rock-metal          
Midnight_City                           M83                           4.07                50.70               rock-pop-metal-Dance/Electronic
Till_the_World_Ends                     Britney_Spears                3.97                69.30               pop                 
Earthquake                              Labrinth                      4.58                54.00               pop                 
Don't_Wanna_Go_Home                     Jason_Derulo                  3.43                67.10               hiphop-pop          
Paradise                                Coldplay                      4.65                44.90               rock-pop            
Last_Friday_Night                       Katy_Perry                    3.85                64.90               pop                 
Set_Fire_to_the_Rain                    Adele                         4.05                60.30               pop-R&B             
I_Need_A_Doctor                         Dr._Dre                       4.73                59.40               hiphop              
6_Foot_7_Foot                           Lil_Wayne                     4.14                36.40               hiphop-pop          
I'm_On_One                              DJ_Khaled                     4.94                41.30               hiphop-pop          
Look_At_Me_Now                          Chris_Brown                   3.71                76.70               hiphop-pop-R&B      
Rocketeer                               Far_East_Movement             3.52                66.40               hiphop-pop          
Glad_You_Came                           The_Wanted                    3.30                72.20               pop-Dance/Electronic
We_R_Who_We_R                           Kesha                         3.41                73.60               pop-Dance/Electronic
Motivation                              Kelly_Rowland                 3.84                74.40               hiphop-pop-R&B      
We_Found_Love                           Rihanna                       3.59                73.50               hiphop-pop-R&B      
Don't_Hold_Your_Breath                  Nicole_Scherzinger            3.29                66.00               pop-Dance/Electronic
Buzzin_Remix                            Mann                          3.74                68.70               hiphop-pop          
Yeah_3x                                 Chris_Brown                   4.03                70.50               hiphop-pop-R&B      
Save_The_World                          Swedish_House_Mafia           3.56                50.70               pop-Dance/Electronic
All_Of_The_Lights                       Kanye_West                    4.99                53.10               hiphop              
Sure_Thing                              Miguel                        3.26                68.40               pop-R&B             
Coming_Home                             Diddy                         3.98                39.20               hiphop-pop-R&B      
What's_My_Name?                         Rihanna                       4.39                69.20               hiphop-pop-R&B      
Beautiful_People                        Chris_Brown                   3.76                41.50               hiphop-pop-R&B      
What_the_Hell                           Avril_Lavigne                 3.68                57.80               pop                 
Read_All_About_It                       Professor_Green               3.93                65.60               Dance/Electronic    
Blind_Faith                             Chase_&_Status                3.89                45.00               Dance/Electronic    
Champion                                Chip                          3.95                41.50               hiphop-Dance/Electronic
Who_Says                                Selena_Gomez_&_The_Scene      3.26                68.20               pop-Dance/Electronic
Down_With_The_Trumpets                  Rizzle_Kicks                  3.11                75.30               hiphop              
Born_This_Way                           Lady_Gaga                     4.34                58.70               pop                 
Super_Bass                              Nicki_Minaj                   3.33                72.00               hiphop-pop          
Donald_Trump                            Mac_Miller                    2.77                63.60               hiphop              
Bounce                                  Calvin_Harris                 3.70                77.90               hiphop-pop-Dance/Electronic
Without_You                             David_Guetta                  3.47                60.80               hiphop-pop-Dance/Electronic
Pumped_Up_Kicks                         Foster_The_People             3.99                73.30               rock-pop            
Headlines                               Drake                         3.93                63.60               hiphop-pop-R&B      
Price_Tag                               Jessie_J                      3.72                63.60               hiphop-pop          
Dirt_Road_Anthem                        Jason_Aldean                  3.82                67.80               country             
Roll_Up                                 Wiz_Khalifa                   3.80                52.30               hiphop-pop          
Good_Life                               OneRepublic                   4.22                63.40               pop                 
Lighters                                Bad_Meets_Evil                5.06                67.60               hiphop-pop          
The_Lazy_Song                           Bruno_Mars                    3.15                79.40               pop                 
The_Show_Goes_On                        Lupe_Fiasco                   3.99                59.10               hiphop-pop          
I_Won't_Let_You_Go                      James_Morrison                3.82                53.70               pop-R&B             
It_Girl                                 Jason_Derulo                  3.20                66.80               hiphop-pop          
Someone_Like_You                        Adele                         4.75                55.40               pop-R&B             
The_Adventures_of_Rain_Dance_Maggie     Red_Hot_Chili_Peppers         4.71                68.30               rock                
Pretty_Girl_Rock                        Keri_Hilson                   4.07                66.60               pop-R&B             
F**kin'_Perfect                         P!nk                          3.56                56.30               pop                 
Honey_Bee                               Blake_Shelton                 3.51                48.10               country             
The_Edge_Of_Glory                       Lady_Gaga                     5.34                58.30               pop                 
Just_A_Kiss                             Lady_A                        3.65                59.30               pop-country         
Tonight_Tonight                         Hot_Chelle_Rae                3.34                68.60               hiphop-pop-rock     
Tongue_Tied                             Grouplove                     3.63                56.00               pop-rock-Folk/Acoustic
Every_Teardrop_Is_a_Waterfall           Coldplay                      4.01                42.50               rock-pop            
Best_Thing_I_Never_Had                  Beyonce                       4.23                54.50               pop-R&B             
Raise_Your_Glass                        P!nk                          3.38                70.00               pop                 
Jar_of_Hearts                           Christina_Perri               4.11                34.90               pop                 
Marry_You                               Bruno_Mars                    3.84                62.10               pop                 
If_I_Die_Young                          The_Band_Perry                3.71                60.60               country             
How_To_Love                             Lil_Wayne                     4.01                64.40               hiphop-pop          
Wherever_You_Will_Go                    Charlene_Soraia               3.29                59.70               pop                 
A_Thousand_Years                        Christina_Perri               4.75                42.10               pop                 
We_Found_Love                           Rihanna                       3.59                73.50               hiphop-pop-R&B      
Call_Me_Maybe                           Carly_Rae_Jepsen              3.22                78.30               pop-Dance/Electronic
We_Are_Young                            fun.                          4.18                37.80               rock-pop            
She_Doesn't_Mind                        Sean_Paul                     3.80                71.80               hiphop-pop          
International_Love                      Pitbull                       3.79                67.00               hiphop-pop-latin    
In_The_Dark                             DEV                           3.77                73.60               pop-Dance/Electronic
Skyfall                                 Adele                         4.77                34.60               pop-R&B             
Turn_Me_On                              David_Guetta                  3.33                70.40               hiphop-pop-Dance/Electronic
Where_Have_You_Been                     Rihanna                       4.04                71.90               hiphop-pop-R&B      
Ni**as_In_Paris                         JAY                           3.66                78.90               hiphop              
One_More_Night                          Maroon_5                      3.66                71.60               pop                 
Bangarang                               Skrillex                      3.59                71.60               hiphop-pop-Dance/Electronic
Chasing_The_Sun                         The_Wanted                    3.31                63.70               pop-Dance/Electronic
Whistle                                 Flo_Rida                      3.74                74.70               hiphop-pop          
This_Is_Love                            will.i.am                     4.65                53.50               hiphop-pop          
She_Wolf                                David_Guetta                  3.71                49.20               hiphop-pop-Dance/Electronic
Pound_The_Alarm                         Nicki_Minaj                   3.43                72.80               hiphop-pop          
Swimming_Pools                          Kendrick_Lamar                5.23                71.60               hiphop              
Primadonna                              MARINA                        3.68                66.00               pop-Dance/Electronic
Mercy                                   Kanye_West                    5.49                56.30               hiphop              
Hot_Right_Now                           DJ_Fresh                      3.04                52.40               pop-Dance/Electronic
Sexy_And_I_Know_It                      LMFAO                         3.32                70.70               hiphop-pop-Dance/Electronic
Gangnam_Style                           PSY                           3.66                72.70               pop                 
Die_Young                               Kesha                         3.53                71.10               pop-Dance/Electronic
Scream                                  Usher                         3.91                61.60               hiphop-pop-R&B      
Troublemaker                            Olly_Murs                     3.09                76.20               pop-Dance/Electronic
BURN_IT_DOWN                            Linkin_Park                   3.84                58.50               rock-metal          
Locked_out_of_Heaven                    Bruno_Mars                    3.89                72.60               pop                 
Levels                                  Avicii                        3.33                58.40               pop-Dance/Electronic
Good_Feeling                            Flo_Rida                      4.14                70.60               hiphop-pop          
Diamonds                                Rihanna                       3.75                56.40               hiphop-pop-R&B      
Work_Hard_Play_Hard                     Wiz_Khalifa                   3.65                78.70               hiphop-pop          
Part_Of_Me                              Katy_Perry                    3.60                67.80               pop                 
Starships                               Nicki_Minaj                   3.51                74.70               hiphop-pop          
m.A.A.d_city                            Kendrick_Lamar                5.84                48.70               hiphop              
One_Day_/_Reckoning_Song                Asaf_Avidan_&_the_Mojos       3.54                82.10               pop                 
Spectrum                                Florence_+_The_Machine        3.64                57.80               rock-pop-Dance/Electronic
212                                     Azealia_Banks                 3.42                84.70               hiphop-pop-R&B      
Payphone                                Maroon_5                      3.85                74.30               pop                 
Impossible                              James_Arthur                  3.49                37.60               pop                 
Ai_Se_Eu_Te_Pego                        Michel_Telo                   2.78                67.60               country-latin       
Million_Voices                          Otto_Knows                    3.21                58.20               pop-Dance/Electronic
I_Love_It                               Icona_Pop                     2.61                71.00               pop-Dance/Electronic
Rack_City                               Tyga                          3.39                92.90               hiphop-pop          
Feel_So_Close                           Calvin_Harris                 3.44                70.70               hiphop-pop-Dance/Electronic
Dance_Again                             Jennifer_Lopez                3.95                79.70               hiphop-pop-R&B      
Oblivion                                Grimes                        4.19                69.70               pop-rock-Dance/Electronic
Rumour_Has_It                           Adele                         3.72                61.20               pop-R&B             
Paradise                                Coldplay                      4.65                44.90               rock-pop            
Turn_Up_the_Music                       Chris_Brown                   3.80                59.40               hiphop-pop-R&B      
Lost                                    Frank_Ocean                   3.90                91.30               hiphop-pop-R&B      
Let's_Go                                Calvin_Harris                 3.88                71.00               hiphop-pop-Dance/Electronic
Hall_of_Fame                            The_Script                    3.38                42.10               pop-rock            
Don't_You_Worry_Child                   Swedish_House_Mafia           3.55                61.20               pop-Dance/Electronic
How_to_Be_a_Heartbreaker                MARINA                        3.69                69.00               pop-Dance/Electronic
Boyfriend                               Justin_Bieber                 2.86                71.70               pop                 
Titanium                                David_Guetta                  4.08                60.40               hiphop-pop-Dance/Electronic
Domino                                  Jessie_J                      3.86                75.80               hiphop-pop          
I_Knew_You_Were_Trouble.                Taylor_Swift                  3.66                62.20               pop                 
Hands_on_the_Wheel                      ScHoolboy_Q                   3.29                64.60               hiphop-pop          
Try                                     P!nk                          4.13                67.40               pop                 
Candy                                   Robbie_Williams               3.35                71.50               pop-rock            
Young_Wild_&_Free                       Snoop_Dogg                    3.46                71.50               hiphop-pop          
As_Long_As_You_Love_Me                  Justin_Bieber                 3.82                57.10               pop                 
R.I.P.                                  Rita_Ora                      3.80                60.30               hiphop-pop-Dance/Electronic
Too_Close                               Alex_Clare                    4.28                58.80               rock                
Faded                                   Tyga                          3.44                83.10               hiphop-pop          
Years                                   Alesso                        3.26                37.00               pop-Dance/Electronic
Battle_Scars                            Guy_Sebastian                 4.17                61.00               pop                 
The_One_That_Got_Away                   Katy_Perry                    3.79                68.70               pop                 
Silhouettes                             Avicii                        3.53                60.50               pop-Dance/Electronic
Somebody_That_I_Used_To_Know            Gotye                         4.08                86.30               pop                 
Wild_Ones                               Flo_Rida                      3.88                60.80               hiphop-pop          
What_Makes_You_Beautiful                One_Direction                 3.33                72.60               pop                 
Born_To_Die                             Lana_Del_Rey                  4.77                18.00               pop                 
C'Mon                                   Kesha                         3.57                55.80               pop-Dance/Electronic
Good_Time                               Owl_City                      3.43                56.00               rock-pop            
We'll_Be_Coming_Back                    Calvin_Harris                 3.91                59.60               hiphop-pop-Dance/Electronic
Read_All_About_It_Pt._III               Emeli_Sande                   4.73                63.00               pop-R&B             
Lights                                  Ellie_Goulding                3.51                68.20               pop-rock-Dance/Electronic
Drive_By                                Train                         3.27                76.50               pop                 
Latch                                   Disclosure                    4.26                50.30               pop-Dance/Electronic
Princess_of_China                       Coldplay                      3.99                42.00               rock-pop            
Live_While_We're_Young                  One_Direction                 3.34                65.80               pop                 
Ass_Back_Home                           Gym_Class_Heroes              3.70                71.60               hiphop-pop          
Blown_Away                              Carrie_Underwood              4.00                53.10               pop-country         
Breezeblocks                            alt-j                         3.78                61.60               rock                
Don't_Wake_Me_Up                        Chris_Brown                   3.71                60.20               hiphop-pop-R&B      
Stronger                                Kelly_Clarkson                3.70                56.20               pop-R&B             
The_Motto                               Drake                         3.03                76.60               hiphop-pop-R&B      
Wide_Awake                              Katy_Perry                    3.68                51.40               pop                 
How_We_Do                               Rita_Ora                      4.12                73.80               hiphop-pop-Dance/Electronic
Feel_the_Love                           Rudimental                    4.09                38.90               pop-Dance/Electronic
Ride                                    Lana_Del_Rey                  4.82                37.30               pop                 
Let_Me_Love_You                         Ne                            4.19                65.80               pop-R&B             
Give_Your_Heart_a_Break                 Demi_Lovato                   3.42                65.10               pop                 
Take_Care                               Drake                         4.62                62.90               hiphop-pop-R&B      
Wings                                   Little_Mix                    3.66                73.80               pop                 
It_Will_Rain                            Bruno_Mars                    4.30                57.60               pop                 
Want_U_Back                             Cher_Lloyd                    3.57                69.60               pop-Dance/Electronic
Royals                                  Lorde                         3.17                67.40               pop-Dance/Electronic
Blurred_Lines                           Robin_Thicke                  4.38                86.10               pop-R&B             
Radioactive                             Imagine_Dragons               3.11                44.80               rock                
Wake_Me_Up                              Avicii                        4.12                53.20               pop-Dance/Electronic
Locked_out_of_Heaven                    Bruno_Mars                    3.89                72.60               pop                 
Thrift_Shop                             Macklemore_&_Ryan_Lewis       3.93                78.10               hiphop-pop          
Get_Lucky                               Daft_Punk                     4.14                79.40               hiphop-Dance/Electronic
Scream_&_Shout                          will.i.am                     4.72                77.20               hiphop-pop          
Papaoutai                               Stromae                       3.87                73.30               pop                 
Get_Up                                  Bingo_Players                 2.78                80.10               pop-Dance/Electronic
La_La_La                                Naughty_Boy                   3.68                75.40               Dance/Electronic    
Another_Love                            Tom_Odell                     4.07                44.50               pop                 
We_Own_It                               2_Chainz                      3.80                56.30               hiphop-pop          
Play_Hard                               David_Guetta                  3.35                69.10               hiphop-pop-Dance/Electronic
Feel_This_Moment                        Pitbull                       3.83                67.30               hiphop-pop-latin    
#thatPOWER                              will.i.am                     4.66                79.70               hiphop-pop          
Love_Me                                 Lil_Wayne                     4.25                66.90               hiphop-pop          
Can't_Hold_Us                           Macklemore_&_Ryan_Lewis       4.31                64.10               hiphop-pop          
Animals                                 Martin_Garrix                 2.94                59.30               pop-Dance/Electronic
Talk_Dirty                              Jason_Derulo                  2.96                76.00               hiphop-pop          
Love_Me_Again                           John_Newman                   4.00                49.50               pop                 
Work_B**ch                              Britney_Spears                4.13                63.00               pop                 
Sweater_Weather                         The_Neighbourhood             4.01                61.20               rock-pop            
Reload                                  Sebastian_Ingrosso            3.69                48.50               pop-Dance/Electronic
Safe_And_Sound                          Capital_Cities                3.21                65.20               pop                 
Heart_Attack                            Demi_Lovato                   3.51                50.40               pop                 
Why'd_You_Only_Call_Me_When_You're_High?Arctic_Monkeys                2.69                69.10               rock                
Beauty_And_A_Beat                       Justin_Bieber                 3.80                60.20               pop                 
The_Monster                             Eminem                        4.17                78.10               hiphop              
Don't_Stop_the_Party                    Pitbull                       3.44                72.20               hiphop-pop-latin    
Come_&_Get_It                           Selena_Gomez                  3.87                54.60               pop                 
True_Love                               P!nk                          3.85                45.70               pop                 
White_Noise                             Disclosure                    4.63                66.50               pop-Dance/Electronic
I_Cry                                   Flo_Rida                      3.73                69.30               hiphop-pop          
Black_Skinhead                          Kanye_West                    3.13                57.80               hiphop              
Summertime_Sadness                      Lana_Del_Rey                  3.58                57.20               pop                 
Berzerk                                 Eminem                        3.98                73.90               hiphop              
I_Love_It                               Icona_Pop                     2.62                71.10               pop-Dance/Electronic
My_Songs_Know_What_You_Did_In_The_Dark  Fall_Out_Boy                  3.11                55.80               rock                
Team                                    Lorde                         3.22                69.10               pop-Dance/Electronic
I_Could_Be_The_One                      Avicii                        3.47                50.90               pop-Dance/Electronic
Demons                                  Imagine_Dragons               2.96                50.50               rock                
One_Way_or_Another                      One_Direction                 2.62                48.90               pop                 
I_Knew_You_Were_Trouble.                Taylor_Swift                  3.66                62.20               pop                 
Do_I_Wanna_Know?                        Arctic_Monkeys                4.54                54.80               rock                
Waiting_All_Night                       Rudimental                    4.88                54.40               pop-Dance/Electronic
Sonnentanz                              Klangkarussell                3.97                57.90               pop-Dance/Electronic
Drinking_from_the_Bottle                Calvin_Harris                 4.01                66.50               hiphop-pop-Dance/Electronic
F**kin'_Problems                        A$AP_Rocky                    3.90                85.30               hiphop              
Try                                     P!nk                          4.13                67.40               pop                 
The_Fox                                 Ylvis                         3.56                70.30               hiphop              
Burn                                    Ellie_Goulding                3.85                55.90               pop-rock-Dance/Electronic
Harlem_Shake                            Baauer                        3.28                45.20               Dance/Electronic    
I_Need_Your_Love                        Calvin_Harris                 3.91                69.50               hiphop-pop-Dance/Electronic
This_Is_How_We_Do                       Katy_Perry                    3.40                69.00               pop                 
Sail                                    AWOLNATION                    4.32                82.50               pop-rock            
Need_U                                  Duke_Dumont                   2.91                68.10               pop-Dance/Electronic
The_Other_Side                          Jason_Derulo                  3.78                56.10               hiphop-pop          
Look_Right_Through                      Storm_Queen                   2.51                83.20               Dance/Electronic    
Sweet_Nothing                           Calvin_Harris                 3.54                57.30               hiphop-pop-Dance/Electronic
Unconditionally                         Katy_Perry                    3.81                55.50               pop                 
Bad                                     Wale                          3.98                80.70               hiphop-pop-R&B      
Body_Party                              Ciara                         3.90                57.70               pop-R&B             
Started_From_the_Bottom                 Drake                         2.90                79.40               hiphop-pop-R&B      
Wings                                   Birdy                         4.20                47.40               pop                 
Of_The_Night                            Bastille                      3.57                67.00               pop-rock            
Dear_Darlin'                            Olly_Murs                     3.44                51.20               pop-Dance/Electronic
Roar                                    Katy_Perry                    3.73                55.40               pop                 
Sure_Be_Cool_If_You_Did                 Blake_Shelton                 3.60                57.60               country             
Thinking_About_You                      Calvin_Harris                 4.13                72.50               hiphop-pop-Dance/Electronic
Holy_Grail                              JAY                           5.64                67.60               hiphop              
